user_id,age,gender,primary_platform,daily_usage_hours,anxiety_score,depression_score,loneliness_score,sleep_quality_score,sleep_hours,mental_wellbeing_score,addiction_level,age_group,sleep_hours_group,addiction_level_tier,loneliness_group
USR00399,43,Female,Instagram,4.4,3.4,4.7,4.9,3.5,6.0,5.4,High,36-45,<6 jam,3,Kesepian Ringan
USR00400,20,Female,TikTok,3.1,5.4,3.7,7.2,6.5,7.6,6.0,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00401,23,Female,YouTube,1.9,4.8,7.3,5.3,2.0,6.5,7.2,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00402,44,Female,TikTok,1.1,6.5,7.0,2.4,2.9,4.6,7.4,Low,36-45,<6 jam,1,Tidak Kesepian
USR00403,24,Male,Instagram,3.6,4.0,3.9,2.3,3.8,4.7,6.2,High,18-25,<6 jam,3,Tidak Kesepian
USR00404,27,Non-binary,Facebook,5.9,2.4,3.3,1.2,7.7,7.1,7.1,Moderate,26-35,6-8 jam,2,Tidak Kesepian
USR00405,38,Female,TikTok,4.5,7.5,3.2,6.5,6.3,6.4,6.8,Moderate,36-45,6-8 jam,2,Kesepian Sedang
USR00406,22,Male,YouTube,2.3,7.7,3.0,4.6,6.7,6.1,7.6,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00407,29,Non-binary,YouTube,6.4,4.5,1.1,5.2,4.2,8.2,6.2,High,26-35,>8 jam,3,Kesepian Sedang
USR00408,21,Male,TikTok,2.5,5.4,3.2,10.0,4.7,8.4,3.6,Severe,18-25,>8 jam,4,Sangat Kesepian
USR00409,17,Female,Twitter/X,2.1,6.0,3.0,5.6,7.0,8.0,7.9,Low,<18,6-8 jam,1,Kesepian Sedang
USR00410,20,Female,Instagram,2.5,10.0,4.0,1.8,6.5,8.7,7.8,Low,18-25,>8 jam,1,Tidak Kesepian
USR00411,37,Female,Facebook,3.1,7.2,6.4,7.0,8.2,5.3,7.8,Low,36-45,<6 jam,1,Kesepian Sedang
USR00412,32,Male,YouTube,4.3,3.4,7.8,4.7,7.3,6.2,8.2,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00413,29,Male,Instagram,1.9,8.3,4.0,6.6,5.1,7.7,7.0,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00414,24,Female,Twitter/X,1.1,5.2,3.5,6.4,3.4,7.1,6.3,High,18-25,6-8 jam,3,Kesepian Sedang
USR00415,18,Male,TikTok,5.4,6.3,3.7,0.0,2.8,5.3,6.5,High,<18,<6 jam,3,
USR00416,30,Female,Facebook,5.0,6.8,1.8,4.5,7.8,5.9,8.2,Low,26-35,<6 jam,1,Kesepian Ringan
USR00417,35,Male,TikTok,5.5,4.5,0.0,7.1,6.4,6.9,3.5,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR00418,15,Female,Twitter/X,6.1,6.8,3.9,4.6,10.0,5.9,6.2,Moderate,<18,<6 jam,2,Kesepian Ringan
USR00419,18,Female,Instagram,4.6,1.6,3.8,2.2,6.1,8.5,5.2,Severe,<18,>8 jam,4,Tidak Kesepian
USR00420,36,Female,YouTube,8.2,5.4,7.9,4.6,3.1,7.4,8.0,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00421,21,Female,Instagram,4.1,6.6,5.9,3.5,5.2,6.1,7.4,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00422,35,Female,Facebook,4.4,9.0,9.8,5.0,3.9,6.1,6.8,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00423,15,Female,TikTok,7.2,4.8,6.7,1.4,2.6,8.3,4.9,Moderate,<18,>8 jam,2,Tidak Kesepian
USR00424,35,Female,Twitter/X,5.3,6.7,2.8,4.6,6.9,8.1,5.6,High,26-35,>8 jam,3,Kesepian Ringan
USR00425,16,Male,Twitter/X,4.2,4.7,7.4,6.7,5.7,5.2,6.7,Low,<18,<6 jam,1,Kesepian Sedang
USR00426,36,Female,Instagram,4.5,7.2,2.6,4.6,4.1,7.0,7.4,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR00427,17,Female,TikTok,2.0,3.1,3.8,0.9,5.2,8.0,6.2,High,<18,6-8 jam,3,Tidak Kesepian
USR00428,26,Female,Snapchat,5.9,3.3,7.6,6.1,4.1,5.0,8.2,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR00429,30,Male,TikTok,4.0,5.9,6.9,0.0,7.9,6.4,9.6,Low,26-35,6-8 jam,1,
USR00430,26,Male,Instagram,5.4,6.4,4.8,6.0,4.6,3.0,4.8,High,26-35,<6 jam,3,Kesepian Sedang
USR00431,19,Non-binary,Facebook,7.2,7.4,0.0,2.6,4.0,8.0,5.5,High,18-25,6-8 jam,3,Kesepian Ringan
USR00432,23,Female,Instagram,6.1,5.0,2.6,2.9,4.5,6.6,6.0,High,18-25,6-8 jam,3,Kesepian Ringan
USR00433,28,Male,Twitter/X,5.0,1.9,3.2,3.0,4.4,5.3,9.0,Low,26-35,<6 jam,1,Kesepian Ringan
USR00434,26,Female,Instagram,5.3,7.6,6.2,3.0,5.5,6.8,7.2,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00435,44,Female,YouTube,4.8,4.0,6.0,4.0,4.7,4.5,6.5,Low,36-45,<6 jam,1,Kesepian Ringan
USR00436,22,Female,TikTok,8.0,7.5,4.9,4.5,5.8,6.3,4.0,Severe,18-25,6-8 jam,4,Kesepian Ringan
USR00437,36,Female,Twitter/X,0.6,7.9,2.2,5.0,5.0,5.7,6.1,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00438,22,Male,Instagram,3.6,5.0,0.0,2.3,6.1,5.4,6.6,Moderate,18-25,<6 jam,2,Tidak Kesepian
USR00439,36,Male,Snapchat,4.5,5.6,5.0,3.4,8.4,5.1,8.2,Low,36-45,<6 jam,1,Kesepian Ringan
USR00440,34,Male,Instagram,5.4,4.4,1.3,7.9,7.5,6.1,6.6,Moderate,26-35,6-8 jam,2,Sangat Kesepian
USR00441,22,Male,YouTube,4.1,7.9,3.9,10.0,4.0,6.8,7.4,Low,18-25,6-8 jam,1,Sangat Kesepian
USR00442,37,Male,TikTok,4.7,6.0,6.5,4.6,6.0,5.0,7.5,Low,36-45,<6 jam,1,Kesepian Ringan
USR00443,28,Female,Snapchat,8.5,3.0,1.1,1.2,5.4,3.4,6.6,Moderate,26-35,<6 jam,2,Tidak Kesepian
USR00444,33,Female,Twitter/X,5.1,10.0,5.5,5.1,5.0,7.6,7.9,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00445,18,Female,TikTok,6.3,3.6,5.3,6.4,4.7,5.0,6.3,Moderate,<18,<6 jam,2,Kesepian Sedang
USR00446,32,Non-binary,TikTok,3.7,5.5,6.6,3.4,5.2,6.8,8.4,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00447,16,Male,TikTok,3.1,3.5,8.8,5.3,7.1,6.8,7.3,Low,<18,6-8 jam,1,Kesepian Sedang
USR00448,23,Male,Instagram,2.4,7.3,6.5,4.8,6.6,7.3,7.4,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00449,35,Female,TikTok,7.5,6.8,6.9,3.9,6.0,4.7,7.7,Low,26-35,<6 jam,1,Kesepian Ringan
USR00450,30,Female,Instagram,2.2,2.0,2.4,4.3,4.9,6.9,8.1,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00451,25,Male,Instagram,3.5,6.8,8.1,7.0,3.4,4.8,8.4,Low,18-25,<6 jam,1,Kesepian Sedang
USR00452,33,Non-binary,Twitter/X,9.3,8.7,3.9,2.6,2.0,6.1,4.6,Severe,26-35,6-8 jam,4,Kesepian Ringan
USR00453,42,Female,Instagram,5.3,4.3,3.9,4.5,6.3,8.5,4.6,Severe,36-45,>8 jam,4,Kesepian Ringan
USR00454,42,Female,Twitter/X,4.6,3.3,5.2,5.2,9.4,6.3,8.0,Low,36-45,6-8 jam,1,Kesepian Sedang
USR00455,32,Male,Instagram,4.0,4.5,0.4,4.5,7.4,8.2,10.0,Low,26-35,>8 jam,1,Kesepian Ringan
USR00456,41,Female,Twitter/X,2.1,6.7,6.5,2.8,7.4,4.6,7.6,Low,36-45,<6 jam,1,Kesepian Ringan
USR00457,22,Male,YouTube,5.3,3.0,7.1,5.4,2.7,7.5,6.8,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00458,15,Male,Instagram,6.6,6.6,2.9,2.4,5.6,6.0,5.5,High,<18,<6 jam,3,Tidak Kesepian
USR00459,23,Female,Snapchat,2.7,2.0,5.5,5.9,4.5,7.3,7.8,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00460,28,Female,YouTube,3.5,4.2,1.3,4.1,5.1,8.3,4.4,Severe,26-35,>8 jam,4,Kesepian Ringan
USR00461,39,Female,YouTube,8.0,6.8,6.7,5.9,2.4,6.9,5.5,Severe,36-45,6-8 jam,4,Kesepian Sedang
USR00462,27,Male,Instagram,3.8,3.5,3.9,5.7,5.9,6.4,6.4,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00463,32,Male,Instagram,6.1,8.0,7.8,4.0,4.6,5.6,4.2,Severe,26-35,<6 jam,4,Kesepian Ringan
USR00464,17,Non-binary,TikTok,9.3,6.8,3.3,5.9,7.7,6.4,6.1,High,<18,,3,Kesepian Sedang
USR00465,18,Non-binary,Facebook,2.7,6.7,3.1,6.7,5.0,7.1,7.3,Low,<18,6-8 jam,1,Kesepian Sedang
USR00466,43,Female,TikTok,4.4,2.1,5.2,4.4,6.2,9.2,5.5,Moderate,36-45,>8 jam,2,Kesepian Ringan
USR00467,15,Male,Twitter/X,2.6,4.5,3.9,5.5,3.9,4.4,6.3,High,<18,<6 jam,3,Kesepian Sedang
USR00468,41,Male,Instagram,0.5,4.5,2.7,7.0,5.2,5.2,6.2,High,36-45,<6 jam,3,Kesepian Sedang
USR00469,32,Male,Facebook,7.2,8.6,1.4,4.8,6.5,5.4,6.4,High,26-35,<6 jam,3,Kesepian Ringan
USR00470,26,Female,Facebook,5.8,2.8,4.3,3.3,8.8,5.6,6.4,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR00471,16,Male,Instagram,3.9,2.8,3.1,5.6,6.3,6.8,6.3,High,<18,6-8 jam,3,Kesepian Sedang
USR00472,20,Male,YouTube,5.5,3.4,3.5,3.8,5.1,7.0,7.6,Low,18-25,,1,Kesepian Ringan
USR00473,20,Male,YouTube,3.3,8.1,5.1,4.8,5.6,7.2,6.6,Moderate,18-25,6-8 jam,2,Kesepian Ringan
USR00474,37,Female,Facebook,1.5,5.8,3.4,3.0,6.5,6.5,9.2,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00475,31,Female,Instagram,3.2,3.5,1.7,2.2,5.3,6.5,6.2,Moderate,26-35,6-8 jam,2,Tidak Kesepian
USR00476,24,Female,TikTok,2.9,0.2,0.6,3.0,7.8,5.4,7.0,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR00477,42,Male,Instagram,2.4,6.6,4.0,3.7,2.1,4.8,6.6,High,36-45,<6 jam,3,Kesepian Ringan
USR00478,34,Male,Instagram,6.7,5.5,6.0,4.6,2.0,7.3,5.6,High,26-35,6-8 jam,3,Kesepian Ringan
USR00479,26,Female,TikTok,2.7,4.6,5.7,3.5,2.8,6.5,6.9,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00480,33,Male,YouTube,2.2,4.3,5.0,1.2,3.5,7.3,7.8,Low,26-35,6-8 jam,1,Tidak Kesepian
USR00481,35,Female,Twitter/X,4.9,5.8,3.2,3.9,5.1,8.4,7.1,Low,26-35,>8 jam,1,Kesepian Ringan
USR00482,17,Female,Instagram,5.5,3.9,9.6,4.7,7.6,5.6,5.3,High,<18,<6 jam,3,Kesepian Ringan
USR00483,30,Male,Twitter/X,8.0,3.8,0.8,5.0,8.8,6.3,5.1,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00484,23,Male,TikTok,5.1,6.3,7.0,5.3,8.2,5.6,8.0,Low,18-25,,1,Kesepian Sedang
USR00485,41,Female,Facebook,1.6,5.6,2.4,5.8,7.0,4.8,8.9,Low,36-45,<6 jam,1,Kesepian Sedang
USR00486,35,Male,Instagram,2.6,6.6,1.4,6.0,7.1,8.3,7.0,Moderate,26-35,>8 jam,2,Kesepian Sedang
USR00487,40,Non-binary,Facebook,6.5,3.5,8.0,4.4,5.1,6.2,5.9,High,36-45,6-8 jam,3,Kesepian Ringan
USR00488,31,Male,Instagram,3.1,7.4,4.5,5.5,6.3,6.6,7.0,Moderate,26-35,,2,Kesepian Sedang
USR00489,25,Male,TikTok,5.5,4.1,3.5,3.6,7.4,7.1,5.7,High,18-25,,3,Kesepian Ringan
USR00490,15,Female,Instagram,8.4,4.9,6.2,5.7,8.5,7.5,6.1,High,<18,6-8 jam,3,Kesepian Sedang
USR00491,41,Male,TikTok,1.4,5.8,3.3,7.2,5.2,6.1,6.0,High,36-45,6-8 jam,3,Kesepian Sedang
USR00492,28,Non-binary,Instagram,1.4,7.8,3.0,6.7,7.0,8.1,7.0,Moderate,26-35,>8 jam,2,Kesepian Sedang
USR00493,17,Male,Twitter/X,4.1,5.1,4.7,5.5,6.7,7.2,5.7,High,<18,6-8 jam,3,Kesepian Sedang
USR00494,37,Male,TikTok,4.4,6.0,3.6,5.9,5.2,7.8,5.1,Severe,36-45,6-8 jam,4,Kesepian Sedang
USR00495,43,Male,YouTube,6.3,3.4,7.6,1.7,7.6,5.8,6.8,Moderate,36-45,<6 jam,2,Tidak Kesepian
USR00496,18,Female,YouTube,1.1,1.2,1.7,4.7,10.0,7.5,9.3,Low,<18,6-8 jam,1,Kesepian Ringan
USR00497,24,Female,YouTube,5.7,2.0,3.7,6.5,3.2,6.2,8.2,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00498,43,Male,Instagram,4.0,4.2,7.4,9.2,8.6,6.8,7.4,Low,36-45,6-8 jam,1,Sangat Kesepian
USR00499,36,Male,Instagram,0.9,5.9,4.5,0.0,6.4,7.3,6.7,Low,36-45,6-8 jam,1,
USR00500,30,Female,Snapchat,4.0,2.0,4.6,2.6,5.2,7.7,7.1,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00501,35,Female,Instagram,5.5,3.3,4.3,4.3,3.8,5.6,6.3,Moderate,26-35,<6 jam,2,Kesepian Ringan
USR00502,28,Female,Instagram,8.2,5.5,4.3,10.0,9.4,8.1,6.3,Moderate,26-35,>8 jam,2,Sangat Kesepian
USR00503,21,Male,Twitter/X,3.2,7.2,4.3,0.7,7.1,6.7,6.5,High,18-25,6-8 jam,3,Tidak Kesepian
USR00504,24,Male,YouTube,6.0,3.8,5.6,7.6,4.8,7.8,5.7,High,18-25,6-8 jam,3,Sangat Kesepian
USR00505,24,Female,Snapchat,1.7,5.1,1.6,4.3,7.2,6.5,8.4,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00506,24,Non-binary,Instagram,6.7,6.6,7.6,6.2,5.5,6.4,5.5,Severe,18-25,,4,Kesepian Sedang
USR00507,19,Male,Instagram,4.7,7.6,3.3,7.4,6.2,6.2,5.5,Severe,18-25,,4,Kesepian Sedang
USR00508,23,Non-binary,TikTok,7.8,0.0,3.6,6.6,4.7,6.1,5.7,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00509,27,Male,Instagram,1.7,3.8,4.0,5.8,9.0,7.1,8.4,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00510,17,Female,Snapchat,2.1,4.1,6.8,2.2,6.6,6.9,8.3,Low,<18,6-8 jam,1,Tidak Kesepian
USR00511,19,Non-binary,YouTube,0.9,4.3,2.9,5.2,1.7,6.9,5.5,High,18-25,6-8 jam,3,Kesepian Sedang
USR00512,37,Female,Snapchat,8.2,10.0,4.2,5.7,3.4,4.5,6.1,High,36-45,<6 jam,3,Kesepian Sedang
USR00513,20,Female,YouTube,3.5,7.6,3.4,4.5,8.3,6.9,7.5,Low,18-25,6-8 jam,1,Kesepian Ringan
USR00514,42,Male,Twitter/X,0.7,8.2,5.2,2.0,5.2,4.4,9.0,Low,36-45,<6 jam,1,Tidak Kesepian
USR00515,30,Female,Snapchat,2.9,8.8,3.3,5.6,8.2,5.9,7.5,Low,26-35,<6 jam,1,Kesepian Sedang
USR00516,18,Female,Facebook,6.2,9.4,1.0,3.0,2.1,4.2,5.3,Severe,<18,<6 jam,4,Kesepian Ringan
USR00517,20,Female,Snapchat,5.8,5.6,0.0,6.2,6.0,8.0,7.8,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00518,33,Female,Instagram,5.4,8.9,2.0,5.5,8.9,8.0,7.0,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00519,37,Male,Instagram,1.7,4.0,6.6,4.3,5.7,7.1,5.9,High,36-45,6-8 jam,3,Kesepian Ringan
USR00520,29,Female,Instagram,4.1,9.5,1.4,2.5,4.3,9.3,4.6,Severe,26-35,>8 jam,4,Tidak Kesepian
USR00521,29,Female,YouTube,0.5,6.9,5.2,3.3,3.3,7.1,8.0,Low,26-35,6-8 jam,1,Kesepian Ringan
USR00522,19,Female,Twitter/X,1.3,3.6,6.3,6.6,9.9,6.4,8.8,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00523,34,Male,TikTok,5.7,1.2,3.5,6.5,3.0,6.2,4.0,Severe,26-35,6-8 jam,4,Kesepian Sedang
USR00524,33,Male,Instagram,6.3,4.0,6.9,7.5,4.8,7.8,7.2,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00525,27,Male,Twitter/X,4.0,8.1,8.3,3.1,5.3,10.0,7.1,Moderate,26-35,>8 jam,2,Kesepian Ringan
USR00526,20,Female,Twitter/X,0.6,1.0,3.3,6.0,4.3,7.2,7.3,Moderate,18-25,6-8 jam,2,Kesepian Sedang
USR00527,40,Male,YouTube,2.4,5.2,2.2,2.9,5.4,6.1,7.7,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00528,29,Male,Snapchat,3.7,8.7,2.8,6.2,2.7,4.5,5.8,Moderate,26-35,<6 jam,2,Kesepian Sedang
USR00529,38,Male,Instagram,7.8,7.3,4.7,5.2,5.5,5.0,5.5,High,36-45,<6 jam,3,Kesepian Sedang
USR00530,20,Male,Twitter/X,3.1,8.5,2.5,5.9,5.1,3.8,5.8,High,18-25,<6 jam,3,Kesepian Sedang
USR00531,39,Female,Instagram,1.4,3.9,0.8,0.1,7.4,6.1,6.9,Moderate,36-45,6-8 jam,2,Tidak Kesepian
USR00532,26,Male,TikTok,2.0,2.9,3.3,6.3,6.5,7.5,6.2,Moderate,26-35,6-8 jam,2,Kesepian Sedang
USR00533,41,Female,Instagram,2.6,7.8,5.1,4.3,7.4,6.5,6.3,Moderate,36-45,6-8 jam,2,Kesepian Ringan
USR00534,36,Male,Instagram,3.3,3.9,0.0,4.7,1.8,5.7,5.0,High,36-45,<6 jam,3,Kesepian Ringan
USR00535,17,Male,YouTube,3.9,6.1,4.9,4.3,1.4,6.8,6.8,Moderate,<18,6-8 jam,2,Kesepian Ringan
USR00536,31,Male,Facebook,8.7,8.2,1.3,1.8,4.3,4.4,7.6,Moderate,26-35,<6 jam,2,Tidak Kesepian
USR00537,24,Male,TikTok,3.2,3.5,4.6,5.2,8.9,5.7,9.2,Low,18-25,<6 jam,1,Kesepian Sedang
USR00538,34,Female,Facebook,0.5,4.0,6.8,6.0,5.9,7.7,7.6,Low,26-35,6-8 jam,1,Kesepian Sedang
USR00539,17,Male,TikTok,6.6,6.1,0.0,3.3,7.1,6.2,3.6,Severe,<18,6-8 jam,4,Kesepian Ringan
USR00540,33,Male,TikTok,2.8,2.4,4.5,2.5,7.9,8.1,7.3,Low,26-35,>8 jam,1,Tidak Kesepian
USR00541,25,Female,YouTube,3.0,7.8,3.2,5.4,6.4,6.6,5.5,High,18-25,6-8 jam,3,Kesepian Sedang
USR00542,19,Male,Snapchat,3.2,1.9,7.2,5.4,6.1,6.7,8.1,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00543,18,Non-binary,Twitter/X,4.0,6.6,3.2,2.7,5.3,6.6,5.4,High,<18,6-8 jam,3,Kesepian Ringan
USR00544,19,Male,YouTube,4.7,4.2,0.7,5.8,5.2,6.1,8.0,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00545,23,Non-binary,Facebook,5.4,4.6,5.8,7.4,5.0,4.8,8.0,Low,18-25,<6 jam,1,Kesepian Sedang
USR00546,22,Male,Instagram,3.7,8.2,5.4,4.8,8.2,5.9,6.3,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR00547,25,Non-binary,YouTube,4.6,3.8,6.7,5.0,7.2,6.9,5.5,High,18-25,6-8 jam,3,Kesepian Ringan
USR00548,41,Male,TikTok,2.1,5.3,3.0,3.1,6.1,4.5,7.4,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00549,31,Male,YouTube,2.2,4.8,6.2,3.3,5.2,7.9,5.3,High,26-35,6-8 jam,3,Kesepian Ringan
USR00550,17,Male,Instagram,3.2,8.9,5.9,7.8,3.2,4.1,4.3,Severe,<18,<6 jam,4,Sangat Kesepian
USR00551,22,Female,YouTube,3.5,4.7,4.4,3.4,5.4,5.1,6.7,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR00552,39,Male,Instagram,0.8,8.6,8.7,0.2,7.5,8.8,6.8,Moderate,36-45,>8 jam,2,Tidak Kesepian
USR00553,25,Male,TikTok,1.9,6.0,5.8,4.3,6.8,5.9,5.8,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR00554,23,Female,Twitter/X,7.1,5.8,2.7,5.6,3.8,5.6,6.7,High,18-25,<6 jam,3,Kesepian Sedang
USR00555,44,Male,Twitter/X,6.9,2.1,5.3,2.7,6.0,6.3,7.7,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00556,19,Female,YouTube,7.9,4.2,7.0,5.6,8.3,7.5,8.4,Low,18-25,6-8 jam,1,Kesepian Sedang
USR00557,15,Male,TikTok,6.9,2.8,6.1,5.1,6.5,7.1,7.3,Moderate,<18,,2,Kesepian Sedang
USR00558,35,Male,TikTok,6.3,5.7,7.6,3.9,6.1,6.7,7.3,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00559,32,Non-binary,Instagram,8.1,3.6,4.7,3.6,7.1,5.9,4.4,Severe,26-35,<6 jam,4,Kesepian Ringan
USR00560,38,Male,YouTube,5.8,5.3,4.6,6.5,6.2,5.0,5.3,Severe,36-45,<6 jam,4,Kesepian Sedang
USR00561,35,Male,YouTube,3.8,4.2,4.1,1.7,5.2,5.9,7.0,Moderate,26-35,<6 jam,2,Tidak Kesepian
USR00562,43,Female,TikTok,3.8,9.7,1.7,2.9,5.8,5.9,6.7,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00563,44,Female,YouTube,5.1,2.1,5.7,1.9,5.0,5.9,7.9,Moderate,36-45,<6 jam,2,Tidak Kesepian
USR00564,40,Male,YouTube,5.4,6.1,8.4,3.2,8.4,7.4,5.6,High,36-45,6-8 jam,3,Kesepian Ringan
USR00565,31,Male,Twitter/X,4.2,6.1,4.7,4.3,4.0,9.6,7.0,Moderate,26-35,>8 jam,2,Kesepian Ringan
USR00566,32,Non-binary,Instagram,3.7,4.8,4.3,3.6,2.0,8.7,7.3,Low,26-35,>8 jam,1,Kesepian Ringan
USR00567,31,Male,TikTok,4.4,3.8,4.2,5.7,0.1,4.4,4.8,Severe,26-35,<6 jam,4,Kesepian Sedang
USR00568,25,Female,Snapchat,2.8,1.1,5.9,7.2,3.3,6.9,6.5,High,18-25,6-8 jam,3,Kesepian Sedang
USR00569,37,Female,Instagram,9.2,3.2,3.2,5.6,6.3,7.0,7.3,Moderate,36-45,6-8 jam,2,Kesepian Sedang
USR00570,33,Female,Twitter/X,5.6,9.6,5.9,3.4,4.2,8.9,6.1,Moderate,26-35,>8 jam,2,Kesepian Ringan
USR00571,15,Male,TikTok,0.5,4.1,3.5,2.0,7.2,6.8,5.0,Severe,<18,6-8 jam,4,Tidak Kesepian
USR00572,17,Female,YouTube,6.3,8.0,7.2,5.2,2.2,6.8,4.0,Severe,<18,6-8 jam,4,Kesepian Sedang
USR00573,35,Male,TikTok,2.7,4.4,5.9,8.7,5.9,7.3,6.4,Moderate,26-35,6-8 jam,2,Sangat Kesepian
USR00574,30,Male,Twitter/X,4.0,1.4,4.6,3.7,6.2,10.0,6.1,High,26-35,>8 jam,3,Kesepian Ringan
USR00575,35,Female,TikTok,5.2,5.5,8.3,7.8,8.0,6.7,5.5,High,26-35,6-8 jam,3,Sangat Kesepian
USR00576,32,Female,Twitter/X,6.4,9.3,3.1,4.9,3.9,7.5,6.1,Moderate,26-35,6-8 jam,2,Kesepian Ringan
USR00577,25,Female,Instagram,4.4,6.8,6.0,4.8,5.1,7.5,5.3,High,18-25,6-8 jam,3,Kesepian Ringan
USR00578,15,Male,Instagram,5.1,3.7,3.8,3.8,3.3,8.4,6.1,High,<18,,3,Kesepian Ringan
USR00579,15,Male,Facebook,4.2,3.1,1.5,9.8,7.5,9.4,5.7,High,<18,>8 jam,3,Sangat Kesepian
USR00580,17,Female,Twitter/X,9.4,2.8,1.4,0.0,6.5,6.1,7.0,Moderate,<18,6-8 jam,2,
USR00581,18,Male,YouTube,4.4,4.2,4.2,4.3,2.9,5.1,8.5,Low,<18,<6 jam,1,Kesepian Ringan
USR00582,38,Male,YouTube,3.1,6.0,2.7,3.6,3.6,7.4,4.7,Severe,36-45,6-8 jam,4,Kesepian Ringan
USR00583,37,Male,Instagram,1.7,8.8,7.3,3.4,3.7,7.6,5.2,High,36-45,6-8 jam,3,Kesepian Ringan
USR00584,43,Male,TikTok,4.5,1.8,3.5,4.4,6.9,5.5,8.0,Low,36-45,<6 jam,1,Kesepian Ringan
USR00585,24,Male,Snapchat,3.5,7.0,6.6,4.7,10.0,4.3,6.7,Moderate,18-25,<6 jam,2,Kesepian Ringan
USR00586,18,Male,YouTube,4.9,3.1,6.2,1.5,4.2,7.1,6.3,Moderate,<18,6-8 jam,2,Tidak Kesepian
USR00587,36,Female,YouTube,5.4,7.3,6.0,2.8,5.5,7.7,8.1,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00588,21,Male,Instagram,2.0,1.5,0.4,0.2,6.0,6.7,7.9,Low,18-25,6-8 jam,1,Tidak Kesepian
USR00589,28,Male,TikTok,4.7,5.4,0.5,1.2,8.8,6.0,5.3,High,26-35,<6 jam,3,Tidak Kesepian
USR00590,39,Male,Twitter/X,3.0,5.2,4.0,1.5,8.5,7.3,7.1,Moderate,36-45,6-8 jam,2,Tidak Kesepian
USR00591,43,Non-binary,YouTube,3.0,7.8,0.0,3.1,3.5,6.3,7.2,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00592,37,Male,TikTok,3.5,6.7,3.8,7.7,6.1,7.9,6.1,Moderate,36-45,6-8 jam,2,Sangat Kesepian
USR00593,38,Female,TikTok,4.0,5.6,7.6,3.3,3.4,5.8,7.5,Moderate,36-45,<6 jam,2,Kesepian Ringan
USR00594,43,Non-binary,Twitter/X,3.0,4.2,2.0,6.2,2.3,6.8,6.2,High,36-45,6-8 jam,3,Kesepian Sedang
USR00595,34,Female,Instagram,3.0,4.0,5.2,6.3,7.1,4.6,8.3,Low,26-35,<6 jam,1,Kesepian Sedang
USR00596,26,Female,Instagram,3.7,6.3,5.7,6.7,4.8,8.7,7.0,Moderate,26-35,>8 jam,2,Kesepian Sedang
USR00597,39,Female,Facebook,1.7,4.6,5.2,4.6,5.2,7.7,8.1,Low,36-45,6-8 jam,1,Kesepian Ringan
USR00598,26,Female,YouTube,3.8,3.9,0.1,2.4,5.1,4.6,7.3,Moderate,26-35,<6 jam,2,Tidak Kesepian
